Time, r_SP, r_MV, w_output, r_u, w_y, w_output
475.0020, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.0085, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.0178, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.0277, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.0552, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.0768, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.0862, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.1129, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.1205, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.1243, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.1515, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.2621, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.2655, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.2689, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.2784, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.2857, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.2955, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.3440, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.3650, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.3918, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.3968, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.4098, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.4334, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.5143, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.5634, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.5653, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.5872, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.5926, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.5970, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.6197, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.6326, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.6593, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.6978, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.7080, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.7355, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.8924, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.9048, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.9251, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.9371, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.9461, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.9559, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.9322, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.9715, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
475.9820, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.0548, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.0563, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.0633, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.1592, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.2036, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.2149, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.2164, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.2209, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.1980, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.2379, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.3055, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.3302, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.3473, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.3785, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.4055, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.4907, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.5461, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.5540, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.5591, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.5685, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.6078, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.6134, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.6185, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.6201, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.6327, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.6566, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.6806, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.7665, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.8114, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.8302, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.8341, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.8452, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.8883, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.8939, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.8986, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.9369, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.9482, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
476.9496, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.0095, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.1367, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.1435, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.1459, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.1533, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.1792, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.1929, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.2229, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.2277, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.2464, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.2708, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.2824, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.3109, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.4215, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.4410, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.4609, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.4637, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.4741, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.5074, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.5125, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.5173, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.5191, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.5410, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.5457, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.5648, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.6760, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.6762, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.6823, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.6825, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.6861, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.6861, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.6900, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.6976, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.7599, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.7873, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.7977, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.8228, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.9611, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.9804, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
477.9917, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.0132, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.0152, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.0234, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.0234, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.0616, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.0789, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.0797, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.1239, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.1481, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.2373, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.2637, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.2836, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.3206, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.3273, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.3278, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.3395, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.3695, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.3986, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.4231, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.4335, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.4606, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.5824, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.5881, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.5951, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.6415, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.6423, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.6475, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.6527, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.6656, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.6769, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.7127, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.7137, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.7379, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.8484, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.8552, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.8683, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.9183, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.9295, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.9553, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.9659, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.9767, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
478.9870, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.0139, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.0327, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.0567, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.1404, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.1671, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.1786, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.1829, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.1873, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.1898, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.1916, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.2301, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.2315, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.2458, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.2563, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.2978, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.4011, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.4323, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.4461, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.4472, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.4571, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.4723, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.4785, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.5179, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.5282, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.5551, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.5724, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.5967, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7144, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7321, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7376, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7436, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7479, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7675, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7758, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7851, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.7950, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.8055, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.8343, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.8503, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
479.9321, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.0760, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.0827, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.0887, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.1000, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.1350, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.1631, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.1678, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.1956, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.2214, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.2324, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.2772, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.3951, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.3991, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.4098, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.4256, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.4523, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.4631, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.5066, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.5460, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.5637, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.5716, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.5741, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.6006, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.7003, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.7368, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.7435, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.7680, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.7739, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.7786, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.7784, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.8235, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.8603, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.8721, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.8862, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
480.8999, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.0921, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.0991, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1010, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1038, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1192, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1211, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1246, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1255, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1285, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1637, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1816, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.1881, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.3423, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.3491, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.3625, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.3651, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.3724, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.3798, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.3845, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.4251, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.4445, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.4475, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.4576, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.4825, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.5854, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.6123, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.6164, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.6547, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.6605, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.6717, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.6963, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.7309, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.7340, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.7387, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.7495, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.7764, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.8802, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.8847, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.9177, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.9309, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.9412, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.9674, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.9771, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
481.9927, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.0167, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.0314, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.0423, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.0687, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.1942, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.2012, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.2403, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.2421, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.2454, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.3143, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.3241, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.3397, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.3499, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.3863, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.4117, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.4155, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.5289, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.5358, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.5516, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.5673, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.5783, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.5799, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.6047, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.6153, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.6431, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.6540, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.6681, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.6971, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.8470, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.8509, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.8538, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.8591, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.8643, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.9171, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.9554, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.9667, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.9837, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.9925, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
482.9963, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.0248, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.1230, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.1707, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.1814, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.1914, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.2088, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.2480, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.2523, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.3126, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.3281, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.3280, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.3399, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.3667, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.4652, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.4760, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.4791, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.5016, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
483.5134, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
